ProductKey,Unit Price,Margin,TotalSales
2320,268.50,54.01,483.30
1029,200.00,66.87,1540.00
681,121.00,54.01,363.00
335,869.00,66.86,2476.65
1490,129.00,49.01,387.00
617,459.00,66.86,3213.00
992,290.00,66.86,2610.00
2152,1650.00,66.86,1237.50
1941,493.00,54.01,2021.30
681,121.00,54.01,2178.00
1780,43.00,49.02,38.70
1111,328.00,54.01,852.80
2189,163.00,49.01,267.32
364,382.95,49.01,5744.25
2053,99.99,49.01,491.9508
633,2295.00,66.86,4590.00
1524,330.00,54.01,1386.00
2510,4.06,49.01,51.968
1967,279.99,49.01,559.98
1527,268.00,54.01,2412.00
873,20.96,48.99,251.52
618,299.00,66.86,747.50
1278,14.99,49.03,58.461
586,109.00,49.01,981.00
2454,29.99,49.01,49.1836
813,13.50,49.03,60.75
1878,1989.00,54.01,5370.30
1844,1818.00,54.01,14544.00
2475,29.99,49.01,119.96
24,199.90,54.01,1199.40
1349,9.99,49.04,97.902
448,269.90,49.01,2024.25
2204,79.95,49.01,143.91
2299,101.99,49.01,183.582
2389,109.99,49.01,180.3836
1119,328.00,54.01,1574.40
2366,299.99,49.01,1349.955
121,119.99,49.02,797.9335
197,299.90,49.01,2399.20
1902,129.99,49.01,97.4925
1701,4.98,48.99,13.944
1663,6.89,53.99,38.584
2229,29.99,49.01,67.4775
1968,129.99,49.01,779.94
641,251.00,54.01,3012.00
1038,186.90,54.01,1869.00
1085,568.00,66.86,2215.20
1655,289.99,66.86,2348.919
594,299.00,54.01,2990.00
225,699.00,54.01,2097.00
514,69.00,66.86,1380.00
1705,6.88,54.06,41.28
2390,635.99,66.86,476.9925
1841,999.00,49.01,819.18
2330,119.99,49.02,179.985
1298,25.00,54.00,240.00
2295,339.00,54.01,1017.00
1351,16.99,49.02,23.786
1930,299.99,49.01,1124.9625
84,99.99,54.01,749.925
271,489.00,54.01,1393.65
2488,14.99,49.03,26.982
200,549.00,54.01,3952.80
130,200.00,49.01,1200.00
315,199.00,49.01,567.15
1024,186.90,54.01,616.77
2361,109.99,49.01,593.946
1347,21.00,54.00,151.20
557,459.00,66.86,6426.00
734,149.00,54.01,1341.00
2077,99.99,49.01,499.95
2040,139.99,49.01,251.982
826,16.90,48.99,177.45
2137,163.00,49.01,534.64
646,219.00,66.86,1314.00
1616,56.99,54.00,74.087
1967,279.99,49.01,251.991
906,75.99,49.01,113.985
808,12.95,49.03,135.975
2341,29.99,49.01,209.93
957,231.00,66.87,369.60
2232,268.50,54.01,660.51
42,232.00,54.01,1141.44
2151,129.90,49.01,779.40
563,2295.00,66.86,3442.50
1259,39.99,49.01,383.904
802,15.50,49.03,77.50
1211,850.00,54.01,1360.00
1172,422.00,49.01,5486.00
239,579.00,54.01,2316.00
869,69.99,54.00,699.90
2118,445.00,54.01,801.00
5,21.57,49.00,17.6874
1125,436.20,66.86,3402.36
23,134.00,54.01,502.50
56,296.00,66.86,2220.00
924,1.99,49.24,3.98
701,169.00,54.01,3380.00
2229,29.99,49.01,209.93
1938,129.99,49.01,97.4925
1536,298.00,54.01,1788.00
2125,163.00,49.01,1141.00
1736,28.00,49.00,196.00
2100,1475.00,66.86,7965.00
1073,588.00,66.86,6468.00
2410,29.99,49.01,157.4475
482,179.00,54.01,358.00
1000,129.00,54.01,206.40
1553,268.00,54.01,3430.40
1518,300.00,54.01,1200.00
739,236.00,66.86,354.00
641,251.00,54.01,2008.00
1989,665.94,66.86,4495.095
1590,22.89,66.88,123.606
291,360.00,49.01,864.00
1705,6.88,54.06,20.64
4,21.57,49.00,97.065
2500,23.72,49.03,298.872
1898,899.00,54.01,1348.50
1826,32.00,49.03,112.00
688,118.00,54.01,1652.00
1859,1818.90,54.01,3274.02
2413,36.83,49.00,165.735
1569,299.00,54.01,1794.00
1200,1000.00,66.86,13000.00
849,15.60,49.03,23.40
2074,199.99,54.01,819.959
328,259.00,49.01,1398.60
2498,23.72,49.03,128.088
125,143.40,49.01,903.42
1928,899.00,54.01,6293.00
147,2899.99,66.86,13919.952
1706,8.88,54.05,31.08
899,44.00,49.02,704.00
77,37.95,54.01,303.60
2071,99.99,49.01,74.9925
95,67.40,49.02,165.804
961,165.00,54.01,643.50
598,109.00,49.01,763.00
2228,79.95,49.01,575.64
1766,54.00,54.01,378.00
2278,635.99,66.86,4006.737
558,299.00,66.86,1196.00
143,299.99,49.01,1799.94
1008,184.50,54.01,202.95
2120,149.00,49.02,558.75
2056,199.99,54.01,299.985
2009,179.99,54.01,1619.91
503,819.00,66.86,2047.50
1178,998.00,66.86,3992.00
81,40.55,54.00,30.4125
177,56.90,49.01,256.05
1825,32.00,49.03,179.20
2010,139.99,49.01,377.973
2236,79.95,49.01,503.685
474,49.00,49.02,220.50
2022,139.99,49.01,803.5426
151,1184.97,66.86,1184.97
350,399.00,49.01,5985.00
828,23.90,54.01,382.40
1452,293.00,54.01,3281.60
154,469.97,54.01,4464.715
59,156.00,49.01,982.80
2370,459.99,54.01,2069.955
1363,22.99,54.02,248.292
256,409.00,49.01,2576.70
600,2499.00,66.86,29988.00
2437,44.99,49.01,44.99
143,299.99,49.01,1439.952
784,16.50,54.00,123.75
520,679.00,66.86,6790.00
154,469.97,54.01,446.4715
1797,43.00,49.02,180.60
2156,149.00,49.02,134.10
2483,350.00,54.01,2450.00
2300,79.95,49.01,59.9625
437,499.90,49.01,6248.75
788,11.50,54.00,143.75
31,255.00,66.86,255.00
1059,338.00,54.01,439.40
41,232.00,54.01,232.00
1566,266.00,54.01,2606.80
317,319.00,49.01,1914.00
587,2295.00,66.86,40162.50
1401,40.19,54.01,401.90
1396,22.99,54.02,160.93
1020,290.00,66.86,754.00
1619,59.99,54.00,311.948
1125,436.20,66.86,5583.36
607,251.00,66.86,4518.00
1979,279.99,49.01,1763.937
905,75.99,49.01,1329.825
1083,358.00,54.01,2148.00
944,129.00,54.01,1032.00
2122,1650.00,66.86,4950.00
417,599.00,54.01,9584.00
2258,119.99,49.02,119.99
2341,29.99,49.01,67.4775
2081,179.99,54.01,1079.94
935,79.00,54.01,1580.00
1216,620.00,54.01,2418.00
1118,334.00,54.01,2137.60
927,33.99,49.01,424.875
1809,32.00,49.03,144.00
1074,312.00,54.01,3088.80
762,33.90,66.87,474.60
739,236.00,66.86,472.00
1426,589.00,66.86,3298.40
2116,1650.00,66.86,10395.00
1310,28.00,49.00,196.00
2195,101.99,49.01,152.985
1752,89.00,54.01,356.00
2160,445.00,54.01,445.00
1463,293.00,54.01,879.00
795,13.90,48.99,97.30
1592,17.99,54.03,233.87
1613,109.99,49.01,692.937
1037,188.50,54.01,2714.40
1700,8.88,54.05,35.52
979,281.00,49.01,2191.80
2326,635.99,66.86,521.5118
161,1592.20,66.86,3184.40
1132,627.00,66.86,5016.00
1298,25.00,54.00,110.00
1967,279.99,49.01,1607.1426
1027,231.00,66.87,2541.00
2422,25.99,49.01,106.559
1773,43.00,49.02,240.80
1178,998.00,66.86,4990.00
575,2295.00,66.86,18360.00
1581,219.00,66.86,1182.60
1039,196.90,54.01,649.77
918,179.00,66.86,1879.50
278,360.00,49.01,3240.00
1371,32.99,54.01,329.90
2509,4.06,49.01,58.464
471,99.00,49.02,792.00
2321,229.99,54.01,1508.7344
603,229.00,49.01,4122.00
2511,4.06,49.01,45.472
1130,319.00,54.01,2488.20
957,231.00,66.87,1016.40
1603,109.99,49.01,1143.896
1927,3199.99,66.86,4799.985
1349,9.99,49.04,29.97
769,22.90,48.99,91.60
166,119.00,54.01,904.40
1625,219.00,66.86,262.80
935,79.00,54.01,948.00
1642,57.88,54.00,173.64
2374,199.99,49.01,1599.92
37,299.23,66.86,269.307
2025,665.94,66.86,4368.5664
1910,899.00,54.01,5897.44
110,132.99,54.01,997.425
2048,94.99,49.01,683.928
1099,358.00,54.01,3580.00
1623,219.00,66.86,197.10
2105,1475.00,66.86,8850.00
955,196.90,54.01,1575.20
2486,400.00,54.01,2800.00
1281,14.99,49.03,82.445
1269,49.96,49.01,129.896
1783,43.00,49.02,150.50
1989,665.94,66.86,4994.55
2035,99.99,49.01,199.98
1241,856.00,54.01,7532.80
1046,312.00,54.01,1497.60
2025,665.94,66.86,546.0708
4,21.57,49.00,88.437
1004,188.00,54.01,1710.80
98,120.00,54.01,120.00
431,369.00,49.01,738.00
986,129.00,54.01,903.00
16,109.95,54.01,494.775
2052,139.99,49.01,1007.928
1588,13.89,53.99,41.67
682,136.00,54.01,340.00
306,369.00,54.01,1402.20
1821,32.00,49.03,172.80
899,44.00,49.02,462.00
2345,229.99,54.01,1149.95
1461,308.00,54.01,1663.20
1788,43.00,49.02,150.50
1045,588.00,66.86,1881.60
1790,43.00,49.02,120.40
620,190.00,54.01,1710.00
1813,32.00,49.03,144.00
2504,9.99,49.04,95.904
1688,8.88,54.05,24.864
1115,328.00,54.01,5248.00
1896,999.00,49.01,7992.00
641,251.00,54.01,2510.00
2146,1650.00,66.86,11880.00
1143,328.00,54.01,3608.00
1039,196.90,54.01,315.04
1358,39.99,54.01,215.946
2510,4.06,49.01,34.104
2022,139.99,49.01,688.7508
601,699.00,54.01,1398.00
90,149.99,66.87,1349.91
1487,267.00,54.01,2883.60
320,699.00,54.01,629.10
2123,745.99,54.01,2797.4625
972,129.00,54.01,387.00
1630,22.89,66.88,68.67
1823,32.00,49.03,115.20
1359,42.99,66.87,601.86
1760,94.80,54.00,530.88
2432,29.09,49.02,47.7076
977,268.00,66.86,2063.60
919,0.95,49.47,19.00
429,599.90,54.01,8398.60
2403,109.99,49.01,549.95
1197,432.00,49.01,4147.20
1657,179.99,54.01,1799.90
252,360.00,49.01,1800.00
658,209.00,66.86,522.50
738,228.00,66.86,2394.00
1842,2652.00,66.86,7956.00
479,259.00,54.01,518.00
1321,28.99,54.01,57.98
153,469.97,54.01,2819.82
714,158.00,54.01,1580.00
1965,493.00,54.01,1848.75
2134,1650.00,66.86,12375.00
1325,39.99,54.01,359.91
1210,860.00,54.01,946.00
1565,255.00,54.01,1836.00
2306,119.99,49.02,107.991
609,139.00,49.01,1251.00
1561,402.00,66.86,1929.60
1478,300.00,54.01,3240.00
2012,94.99,49.01,641.1825
525,99.00,49.02,495.00
2034,139.99,49.01,1119.92
1587,17.99,54.03,53.97
1897,3199.99,66.86,2879.991
95,67.40,49.02,181.98
1216,620.00,54.01,2046.00
1341,16.00,49.00,32.00
74,37.95,54.01,34.155
628,459.00,66.86,7344.00
1323,35.99,54.01,503.86
1297,25.00,54.00,80.00
1725,56.00,49.01,392.00
356,456.90,54.01,685.35
1653,109.99,49.01,494.955
1894,1818.00,54.01,3272.40
1286,77.99,49.01,623.92
921,0.95,49.47,4.75
1601,159.99,54.01,1871.883
511,99.00,49.02,2475.00
1639,9.99,49.04,116.883
1703,5.39,48.97,43.12
368,1299.00,66.86,23382.00
143,299.99,49.01,2159.928
2365,399.99,54.01,327.9918
1374,16.00,49.00,76.80
271,489.00,54.01,1760.40
478,679.00,66.86,6111.00
973,200.00,66.87,880.00
1829,1818.00,54.01,4090.50
1727,56.00,54.01,274.40
1461,308.00,54.01,4312.00
450,919.00,66.86,12866.00
1638,13.89,53.99,112.509
2347,101.99,49.01,836.318
115,249.99,66.86,249.99
2184,445.00,54.01,4450.00
172,169.00,66.86,1064.70
265,360.00,49.01,720.00
1563,268.00,54.01,1500.80
273,339.00,54.01,2712.00
290,480.00,49.01,456.00
971,231.00,66.87,1848.00
470,129.00,49.01,1935.00
884,150.00,66.86,750.00
1327,46.99,66.86,187.96
399,599.00,54.01,3594.00
549,139.00,49.01,695.00
29,255.00,66.86,229.50
735,209.00,66.86,522.50
1202,998.00,66.86,6586.80
1517,267.00,54.01,2670.00
2031,665.94,66.86,1798.038
2325,29.99,49.01,22.4925
2238,635.99,66.86,3129.0708
610,109.00,49.01,163.50
499,99.00,49.02,594.00
656,158.00,54.01,790.00
629,299.00,66.86,4036.50
147,2899.99,66.86,6959.976
1116,645.00,66.86,10320.00
277,480.00,49.01,4320.00
366,758.00,54.01,9096.00
1123,328.00,54.01,4264.00
409,326.00,49.01,2282.00
2003,179.99,54.01,359.98
1222,431.00,49.01,3448.00
1021,281.00,49.01,899.20
1231,1500.00,66.86,19200.00
1939,3199.99,66.86,23615.9262
806,15.90,48.99,198.75
2348,635.99,66.86,3650.5826
2434,29.09,49.02,87.27
57,156.00,49.01,842.40
1200,1000.00,66.86,6400.00
1280,14.99,49.03,74.95
831,19.90,48.99,159.20
162,1592.20,66.86,1432.98
19,109.95,54.01,450.795
852,230.90,66.86,1616.30
924,1.99,49.24,1.99
1781,43.00,49.02,309.60
1828,1989.00,54.01,9945.00
81,40.55,54.00,332.51
637,229.00,49.01,916.00
2007,665.94,66.86,3596.076
2338,119.99,49.02,809.9325
394,758.00,54.01,4548.00
304,699.00,54.01,2796.00
1263,69.99,49.02,76.989
1919,279.99,49.01,1119.96
1624,219.00,66.86,1533.00
622,2295.00,66.86,16065.00
952,184.50,54.01,608.85
1497,267.00,54.01,747.60
2383,635.99,66.86,521.5118
1095,358.00,54.01,2756.60
223,579.00,54.01,1042.20
505,619.00,66.86,928.50
1552,398.00,66.86,5731.20
1113,436.20,66.86,5583.36
508,279.00,54.01,2092.50
1073,588.00,66.86,5174.40
237,599.00,54.01,1198.00
1795,43.00,49.02,210.70
1162,860.00,54.01,6020.00
960,148.00,54.01,592.00
2009,179.99,54.01,539.97
392,382.95,49.01,4786.875
1672,16.89,66.84,91.206
235,799.00,66.86,7590.50
54,296.00,66.86,1699.04
806,15.90,48.99,15.90
1696,16.99,66.86,101.94
160,1099.99,54.01,6929.937
1966,299.99,49.01,674.9775
2182,1650.00,66.86,8250.00
1992,139.99,49.01,1399.90
1036,184.50,54.01,590.40
912,95.90,54.01,767.20
2256,268.50,54.01,2174.85
624,699.00,54.01,9436.50
1556,280.00,54.01,1344.00
963,268.00,66.86,1876.00
1813,32.00,49.03,256.00
422,969.00,66.86,10174.50
1250,59.99,49.02,599.90
925,1.99,49.24,17.91
1359,42.99,66.87,412.704
475,819.00,66.86,4914.00
152,1184.97,66.86,1895.952
393,599.00,54.01,8386.00
1675,6.89,53.99,28.938
1888,1989.00,54.01,3978.00
1335,40.19,54.01,112.532
1748,109.00,66.87,490.50
1284,24.99,49.01,109.956
1344,16.00,49.00,25.60
945,200.00,66.87,1040.00
607,251.00,66.86,4016.00
1737,28.00,49.00,84.00
55,296.00,66.86,1941.76
314,309.00,49.01,2935.50
2511,4.06,49.01,24.36
42,232.00,54.01,1856.00
367,326.00,49.01,2445.00
1427,230.00,54.01,230.00
1548,266.00,54.01,2128.00
1404,32.99,54.01,138.558
200,549.00,54.01,2607.75
974,148.00,54.01,962.00
1168,600.00,54.01,6240.00
435,269.95,49.01,539.90
439,559.00,54.01,838.50
976,188.00,54.01,1447.60
580,499.00,49.01,3742.50
1686,6.99,49.07,14.679
2347,101.99,49.01,585.4226
138,499.99,54.01,1999.96
1149,432.00,49.01,2376.00
765,29.95,49.01,479.20
1326,42.99,66.87,214.95
1071,338.00,54.01,2230.80
1954,299.99,49.01,1619.946
896,41.73,49.00,83.46
1984,199.99,54.01,799.96
2082,139.99,49.01,699.95
52,199.95,54.01,163.959
276,529.00,54.01,952.20
1144,600.00,54.01,2640.00
452,219.95,49.01,4948.875
46,149.95,49.01,299.90
1543,402.00,66.86,3939.60
1909,3199.99,66.86,7199.9775
2313,229.99,54.01,862.4625
2225,229.99,54.01,172.4925
943,41.99,49.01,167.96
1483,269.00,54.01,2690.00
1467,301.00,54.01,1685.60
990,188.00,54.01,1880.00
827,33.90,66.87,457.65
2261,29.99,49.01,179.94
1264,69.99,49.02,90.987
1255,19.99,49.02,255.872
1443,589.00,66.86,9424.00
1309,28.00,49.00,154.00
1443,589.00,66.86,8481.60
2463,30.00,49.03,112.50
1030,148.00,54.01,162.80
2452,29.99,49.01,107.964
2099,257.50,49.01,633.45
22,134.00,54.01,1085.40
174,129.90,66.86,415.68
2408,299.99,49.01,983.9672
1535,268.00,54.01,1876.00
2258,119.99,49.02,359.97
147,2899.99,66.86,19284.9335
1197,432.00,49.01,432.00
1448,256.00,54.01,1280.00
1398,28.99,54.01,289.90
1562,238.00,54.01,1190.00
480,279.00,54.01,2790.00
1751,109.00,66.87,196.20
1502,239.00,54.01,3441.60
227,639.00,54.01,2300.40
110,132.99,54.01,265.98
1315,205.00,54.01,820.00
1975,3199.99,66.86,16799.9475
2454,29.99,49.01,224.925
1420,199.00,54.01,835.80
98,120.00,54.01,864.00
610,109.00,49.01,1308.00
1964,899.00,54.01,5160.26
1504,208.00,54.01,374.40
2367,199.99,49.01,1399.93
2414,36.83,49.00,198.882
1875,1599.00,49.01,11512.80
623,2499.00,66.86,29988.00
64,181.00,54.01,1086.00
1602,179.99,54.01,899.95
2118,445.00,54.01,400.50
303,869.00,66.86,4127.75
143,299.99,49.01,1919.936
2450,14.99,49.03,44.97
155,469.97,54.01,2960.811
1090,332.00,54.01,2988.00
1400,35.99,54.01,503.86
1274,52.13,49.01,250.224
1171,655.00,54.01,5960.50
628,459.00,66.86,4819.50
1173,432.00,49.01,3024.00
2440,9.99,49.04,40.959
2442,9.99,49.04,26.973
2395,199.99,49.01,1199.94
190,56.90,49.01,364.16
378,758.00,54.01,9096.00
910,102.00,49.01,102.00
1988,94.99,49.01,498.6975
55,296.00,66.86,532.80
1517,267.00,54.01,373.80
931,55.00,49.01,440.00
1188,180.00,49.01,1800.00
744,39.90,49.02,239.40
2376,635.99,66.86,1564.5354
1031,165.00,54.01,1485.00
766,19.90,48.99,248.75
2031,665.94,66.86,1498.365
2167,163.00,49.01,326.00
1213,170.00,49.01,1326.00
2449,14.99,49.03,74.95
2151,129.90,49.01,681.975
1003,165.00,54.01,1501.50
895,41.73,49.00,62.595
1421,290.00,54.01,4060.00
1345,22.00,54.00,70.40
2163,129.90,49.01,319.554
369,699.00,54.01,9786.00
1654,259.99,66.86,2365.909
1946,899.00,54.01,3371.25
512,129.00,49.01,1806.00
369,699.00,54.01,2796.00
2226,119.99,49.02,839.93
1000,129.00,54.01,412.80
1429,289.00,54.01,2023.00
461,819.00,66.86,3685.50
2401,299.99,49.01,2159.928
673,79.00,49.01,1422.00
1142,391.90,54.01,1175.70
441,229.90,49.01,1724.25
1139,328.00,54.01,2952.00
946,148.00,54.01,1420.80
245,489.00,54.01,1956.00
2076,139.99,49.01,114.7918
1680,6.99,49.07,6.291
2494,2.94,48.97,5.292
2184,445.00,54.01,3204.00
1157,1580.00,66.86,16432.00
112,249.99,66.86,1844.9262
1342,42.00,66.85,302.40
459,269.90,49.01,1619.40
2446,4.99,49.09,14.97
883,150.00,66.86,675.00
266,299.00,49.01,269.10
1678,16.89,66.84,50.67
1604,259.99,66.86,1689.935
1793,43.00,49.02,387.00
2105,1475.00,66.86,13275.00
1276,52.13,49.01,312.78
1935,493.00,54.01,808.52
1229,1560.00,66.86,6864.00
2030,94.99,49.01,155.7836
62,181.00,54.01,296.84
27,199.90,54.01,1349.325
1285,24.99,49.01,137.445
48,149.95,49.01,1106.631
1500,129.00,49.01,541.80
1019,268.00,66.86,1393.60
1027,231.00,66.87,2587.20
1079,358.00,54.01,3580.00
164,1592.20,66.86,3025.18
1733,22.788,49.00,164.0736
1845,1599.00,49.01,10489.44
1576,12.99,49.03,103.92
457,219.95,49.01,549.875
1341,16.00,49.00,144.00
1890,1599.00,49.01,1199.25
440,219.95,49.01,4948.875
1316,9.99,49.04,99.90
1495,230.00,54.01,2300.00
2078,94.99,49.01,77.8918
1260,36.99,49.01,144.261
121,119.99,49.02,479.96
232,549.00,54.01,878.40
344,366.00,49.01,732.00
1659,259.99,66.86,155.994
1144,600.00,54.01,780.00
2439,9.99,49.04,16.3836
1595,22.89,66.88,54.936
538,99.00,49.02,2475.00
1103,358.00,54.01,465.40
2492,24.99,49.01,69.972
2165,745.99,54.01,4028.346
1498,300.00,54.01,3840.00
546,299.00,66.86,5980.00
2506,4.74,48.94,23.70
2355,635.99,66.86,4579.128
1469,200.00,54.01,2000.00
1307,68.00,54.01,68.00
1530,266.00,54.01,478.80
1011,196.90,54.01,2047.76
1576,12.99,49.03,7.794
1439,301.00,54.01,1083.60
1236,188.00,49.01,1203.20
1611,159.99,54.01,383.976
2060,94.99,49.01,311.5672
2437,44.99,49.01,89.98
1253,19.99,49.02,39.98
1480,129.00,49.01,258.00
1155,980.00,66.86,9408.00
1092,673.00,66.86,2961.20
1119,328.00,54.01,3148.80
980,184.50,54.01,1678.95
1712,70.13,54.01,420.78
1865,1599.90,49.01,4319.73
1099,358.00,54.01,465.40
2136,445.00,54.01,1459.60
2002,199.99,54.01,1619.919
830,29.95,49.01,29.95
1054,312.00,54.01,686.40
241,329.00,49.01,526.40
215,569.00,54.01,4096.80
1382,9.99,49.04,41.958
493,259.00,54.01,1942.50
1091,358.00,54.01,930.80
134,349.95,54.01,3324.525
966,184.50,54.01,184.50
2323,101.99,49.01,367.164
1163,850.00,54.01,4420.00
2372,399.99,54.01,1439.964
1594,9.99,49.04,12.987
1442,529.00,66.86,3808.80
208,599.00,54.01,4552.40
1262,36.99,49.01,184.95
2189,163.00,49.01,1304.00
529,869.00,66.86,4345.00
2086,877.50,54.01,789.75
1507,267.00,54.01,2136.00
1354,28.99,54.01,92.768
2380,299.99,49.01,1124.9625
858,29.95,54.02,224.625
268,889.00,66.86,2133.60
1926,129.99,49.01,909.93
2108,508.00,49.01,3657.60
2017,99.99,49.01,74.9925
1095,358.00,54.01,930.80
446,219.95,49.01,439.90
1885,1599.00,49.01,1311.18
819,29.90,49.03,418.60
1558,380.00,66.86,2660.00
888,50.00,49.02,450.00
1229,1560.00,66.86,12480.00
247,339.00,54.01,610.20
85,99.99,54.01,737.9262
1672,16.89,66.84,15.201
1282,24.99,49.01,192.423
862,29.95,54.02,269.55
312,259.00,49.01,1657.60
1440,189.00,54.01,2419.20
2286,635.99,66.86,953.985
2002,199.99,54.01,299.985
2475,29.99,49.01,122.959
2405,459.99,54.01,1724.9625
1436,258.00,54.01,1548.00
1046,312.00,54.01,3088.80
732,160.00,54.01,240.00
1303,95.00,54.01,627.00
1242,838.00,54.01,7374.40
761,16.90,48.99,169.00
1426,589.00,66.86,942.40
1103,358.00,54.01,1861.60
605,459.00,66.86,7344.00
532,259.00,54.01,2590.00
25,199.90,54.01,655.672
327,279.00,49.01,558.00
1360,46.99,66.86,281.94
83,99.99,54.01,149.985
545,459.00,66.86,6885.00
1665,4.99,49.09,31.437
7,21.57,49.00,70.7496
78,40.55,54.00,328.455
112,249.99,66.86,1874.925
1553,268.00,54.01,1608.00
453,229.90,49.01,1034.55
732,160.00,54.01,2240.00
2034,139.99,49.01,419.97
1839,1818.00,54.01,3272.40
1448,256.00,54.01,358.40
442,269.90,49.01,3643.65
1936,299.99,49.01,269.991
243,409.00,49.01,2863.00
736,118.00,54.01,885.00
2320,268.50,54.01,1342.50
2210,119.99,49.02,431.964
957,231.00,66.87,2956.80
1425,529.00,66.86,529.00
930,33.99,49.01,33.99
2006,94.99,49.01,170.982
727,188.00,54.01,846.00
2226,119.99,49.02,479.96
1060,627.00,66.86,1254.00
2114,257.50,49.01,2317.50
340,819.00,54.01,8599.50
1131,328.00,54.01,3411.20
2314,119.99,49.02,539.955
834,22.90,48.99,366.40
438,919.00,66.86,919.00
1576,12.99,49.03,105.219
1426,589.00,66.86,2356.00
121,119.99,49.02,839.93
748,13.50,49.03,60.75
952,184.50,54.01,1439.10
891,59.99,49.02,359.94
1618,58.99,54.00,230.061
429,599.90,54.01,7198.80
384,758.00,54.01,6064.00
2213,29.99,49.01,22.4925
587,2295.00,66.86,11475.00
801,19.90,48.99,398.00
1427,230.00,54.01,1840.00
603,229.00,49.01,3435.00
2272,268.50,54.01,440.34
2393,399.99,54.01,2623.9344
1326,42.99,66.87,687.84
669,188.00,54.01,3384.00
868,69.99,54.00,559.92
1549,389.00,66.86,3501.00
2182,1650.00,66.86,1237.50
488,49.00,49.02,857.50
1043,231.00,66.87,231.00
220,1109.00,66.86,6321.30
2462,215.62,66.86,161.715
1751,109.00,66.87,381.50
166,119.00,54.01,1017.45
1950,129.99,49.01,1039.92
1340,14.19,49.04,51.084
1046,312.00,54.01,1560.00
1368,40.19,54.01,393.862
1893,1989.00,54.01,3580.20
154,469.97,54.01,4229.73
312,259.00,49.01,738.15
2067,665.94,66.86,2397.384
518,869.00,66.86,2172.50
646,219.00,66.86,3942.00
524,179.00,54.01,2864.00
173,89.90,49.02,728.19
950,290.00,66.86,1276.00
2243,101.99,49.01,250.8954
1602,179.99,54.01,431.976
1102,343.00,54.01,3087.00
567,229.00,49.01,1030.50
1409,589.00,66.86,3534.00
232,549.00,54.01,3294.00
1301,95.00,54.01,836.00
732,160.00,54.01,2000.00
1438,290.00,54.01,2784.00
943,41.99,49.01,377.91
1482,239.00,54.01,2676.80
438,919.00,66.86,22975.00
2095,1475.00,66.86,8850.00
940,99.00,49.02,990.00
1296,25.00,54.00,225.00
1719,70.13,54.01,294.546
562,109.00,49.01,981.00
1054,312.00,54.01,343.20
555,229.00,49.01,1145.00
127,143.40,49.01,544.92
171,99.00,54.01,752.40
234,689.00,54.01,3927.30
2510,4.06,49.01,16.24
22,134.00,54.01,1072.00
1846,999.00,49.01,5394.60
1993,99.99,49.01,163.9836
147,2899.99,66.86,20879.928
2253,29.99,49.01,107.964
1003,165.00,54.01,1930.50
1516,288.00,54.01,2822.40
1181,1580.00,66.86,8690.00
307,369.00,54.01,664.20
1786,43.00,49.02,180.60
1060,627.00,66.86,8025.60
1798,43.00,49.02,43.00
2215,339.00,54.01,2440.80
1281,14.99,49.03,23.984
2448,14.99,49.03,86.0426
1572,57.99,54.00,469.719
1617,57.99,54.00,405.93
1918,299.99,49.01,1499.95
143,299.99,49.01,2279.924
80,40.55,54.00,266.008
1794,43.00,49.02,43.00
141,299.99,49.01,284.9905
722,229.00,66.86,3206.00
1365,28.99,54.01,40.586
1728,79.80,54.01,111.72
2390,635.99,66.86,4451.93
502,90.00,66.86,2025.00
956,198.00,54.01,435.60
1910,899.00,54.01,2427.30
110,132.99,54.01,837.837
2081,179.99,54.01,147.5918
1252,59.99,49.02,155.974
1333,32.99,54.01,422.272
451,559.00,54.01,12577.50
1863,1989.90,54.01,5969.70
585,139.00,49.01,1668.00
2143,163.00,49.01,489.00
890,50.00,49.02,150.00
1502,239.00,54.01,2390.00
319,869.00,66.86,1564.20
1214,165.00,49.01,990.00
2254,635.99,66.86,1271.98
1385,22.99,54.02,45.98
1670,8.99,54.06,53.94
1577,219.00,66.86,569.40
2351,399.99,54.01,1079.973
2346,119.99,49.02,863.928
1184,890.00,54.01,9790.00
1995,665.94,66.86,665.94
1815,32.00,49.03,128.00
316,219.00,49.01,624.15
272,329.00,49.01,1875.30
2497,9.99,49.04,89.91
359,368.00,49.01,3864.00
970,198.00,54.01,316.80
1641,12.66,54.02,30.384
841,13.90,48.99,222.40
728,196.00,54.01,2352.00
1608,109.99,49.01,593.946
2091,877.50,54.01,2158.65
1239,158.00,49.01,347.60
1211,850.00,54.01,8840.00
2435,44.99,49.01,73.7836
1950,129.99,49.01,319.7754
2429,32.89,49.01,246.675
1704,6.99,49.07,62.91
1073,588.00,66.86,4527.60
2100,1475.00,66.86,2212.50
1891,999.00,49.01,2247.75
1658,109.99,49.01,890.919
863,50.99,54.01,611.88
1258,39.99,49.01,319.92
1394,49.99,66.87,239.952
454,269.90,49.01,3643.65
2258,119.99,49.02,479.96
1058,312.00,54.01,2433.60
582,299.00,54.01,4784.00
771,15.90,48.99,119.25
1247,49.99,49.00,319.936
156,469.97,54.01,1785.886
1615,289.99,66.86,2638.909
353,384.90,49.01,577.35
1261,36.99,49.01,244.134
931,55.00,49.01,962.50
1592,17.99,54.03,93.548
872,20.96,48.99,52.40
